image_path,detected_objects,max_confidence,image_category
data/raw/images/lobelia4cosmetics/22148.jpg,person,0.5967599749565125,lifestyle_shot
data/raw/images/lobelia4cosmetics/22149.jpg,bottle,0.9318893551826477,product_listing
data/raw/images/lobelia4cosmetics/22150.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22151.jpg,bottle,0.904463529586792,product_listing
data/raw/images/lobelia4cosmetics/22152.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22153.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22154.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22155.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22156.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22157.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22158.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22159.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22160.jpg,bottle,0.501645565032959,product_listing
data/raw/images/lobelia4cosmetics/22161.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22162.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22163.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22164.jpg,bottle,0.7241219878196716,product_listing
data/raw/images/lobelia4cosmetics/22165.jpg,bottle,0.5719438195228577,product_listing
data/raw/images/lobelia4cosmetics/22166.jpg,bottle,0.9162958860397339,product_listing
data/raw/images/lobelia4cosmetics/22167.jpg,cell phone,0.6242877244949341,product_listing
data/raw/images/lobelia4cosmetics/22168.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22169.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22170.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22171.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22172.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22173.jpg,bottle,0.5016918182373047,product_listing
data/raw/images/lobelia4cosmetics/22174.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22175.jpg,bottle,0.7726439237594604,product_listing
data/raw/images/lobelia4cosmetics/22176.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22177.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22178.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22179.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22180.jpg,person,0.624140202999115,lifestyle_shot
data/raw/images/lobelia4cosmetics/22181.jpg,person,0.6789193153381348,lifestyle_shot
data/raw/images/lobelia4cosmetics/22182.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22183.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22184.jpg,bottle,0.7326316237449646,product_listing
data/raw/images/lobelia4cosmetics/22185.jpg,"person, refrigerator",0.8406544327735901,lifestyle_shot
data/raw/images/lobelia4cosmetics/22186.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22187.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22188.jpg,bottle,0.869976282119751,product_listing
data/raw/images/lobelia4cosmetics/22189.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22190.jpg,bottle,0.8075851202011108,product_listing
data/raw/images/lobelia4cosmetics/22191.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22192.jpg,bottle,0.9517492055892944,product_listing
data/raw/images/lobelia4cosmetics/22193.jpg,bottle,0.8129154443740845,product_listing
data/raw/images/lobelia4cosmetics/22194.jpg,bottle,0.704883337020874,product_listing
data/raw/images/lobelia4cosmetics/22195.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22196.jpg,cup,0.6775092482566833,unclassified
data/raw/images/lobelia4cosmetics/22197.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22198.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22199.jpg,cup,0.617678165435791,unclassified
data/raw/images/lobelia4cosmetics/22200.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22201.jpg,cup,0.5479635000228882,unclassified
data/raw/images/lobelia4cosmetics/22202.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22203.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22204.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22205.jpg,bottle,0.570781409740448,product_listing
data/raw/images/lobelia4cosmetics/22206.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22207.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22208.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22209.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22210.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22211.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22212.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22213.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22214.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22215.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22216.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22217.jpg,person,0.624140202999115,lifestyle_shot
data/raw/images/lobelia4cosmetics/22218.jpg,person,0.6789193153381348,lifestyle_shot
data/raw/images/lobelia4cosmetics/22219.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22220.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22221.jpg,bottle,0.8075851202011108,product_listing
data/raw/images/lobelia4cosmetics/22222.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22223.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22224.jpg,bottle,0.7326316237449646,product_listing
data/raw/images/lobelia4cosmetics/22225.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22226.jpg,person,0.7900387644767761,lifestyle_shot
data/raw/images/lobelia4cosmetics/22227.jpg,bottle,0.904463529586792,product_listing
data/raw/images/lobelia4cosmetics/22228.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22229.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22230.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22231.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22232.jpg,bottle,0.7326316237449646,product_listing
data/raw/images/lobelia4cosmetics/22233.jpg,,0.0,unclassified
data/raw/images/lobelia4cosmetics/22234.jpg,person,0.7900387644767761,lifestyle_shot
data/raw/images/lobelia4cosmetics/22235.jpg,,0.0,unclassified
